period,country,sex,agecode,age,pi,LE,HLE,u,rho,lx,Lx
2011 to 2013,Northern Ireland,Male,16,70 to 74,0.530298475732876,14.130434782608695,6.5,5.12443519775565,0.8222869186170173,0.7732042600477322,3.962235125243212
2011 to 2013,Northern Ireland,Male,17,75 to 79,0.47557144385279,10.95238095238095,4.6,4.583955420512874,0.8066672340366231,0.6357957484562007,2.9144593674748407
2011 to 2013,Northern Ireland,Male,18,80 to 84,0.414025588977187,7.894736842105263,3.0,4.265950167333752,0.649361826011744,0.512875597819408,2.1879017423391014
2011 to 2013,Northern Ireland,Male,19,85 to 89,0.360119931866237,5.588235294117647,1.9,3.344917931471965,0.5349449095539702,0.33304183471687554,1.1139976048747995
2011 to 2013,Northern Ireland,Male,20,90+,0.30507686473398,4.193548387096774,1.3,4.193548387096774,0.0,0.1781590341503073,0.7471185303077402
2011 to 2013,Scotland,Female,1,<1,0.94014941823009,80.76923076923077,63.0,-4.263256414560601e-14,1.0112359550561802,1.0,-4.263256414560601e-14
2011 to 2013,Scotland,Female,2,01 to 04,0.938397682197335,79.87179487179488,62.3,4.743045974837003,0.9888741307804712,1.0112359550561802,4.796338626239668
2011 to 2013,Scotland,Female,3,05 to 09,0.933522393800663,75.97402597402598,58.5,4.378341279760193,1.0095124372475324,0.9999850760701399,4.37827593770203
2011 to 2013,Scotland,Female,4,10 to 14,0.925325493256097,70.92105263157895,53.9,7.653674773559118,0.9496523248465449,1.009497371354726,7.726364565111907
2011 to 2013,Scotland,Female,5,15 to 19,0.912581220459192,66.62162162162163,49.3,3.648875905970371,1.0261184011702102,0.9586715256334915,3.498073431623904
2011 to 2013,Scotland,Female,6,20 to 24,0.897557052463911,61.36986301369863,44.8,3.456346124363158,1.0346831801568621,0.9837104931304445,3.4000439504267828
2011 to 2013,Scotland,Female,7,25 to 29,0.880586291728899,55.972222222222214,40.3,6.19894474673076,0.9678137286901115,1.0178287013858833,6.309463881527813
2011 to 2013,Scotland,Female,8,30 to 34,0.860851378665642,51.42857142857143,36.0,5.687385057058634,0.9781134192650535,0.9850685906560858,5.6024643826752305
2011 to 2013,Scotland,Female,9,35 to 39,0.837594066220845,46.76470588235294,31.8,5.26647166512862,0.9852098770995701,0.9635088074172313,5.074291833364717
2011 to 2013,Scotland,Female,10,40 to 44,0.811450553613323,42.121212121212125,27.8,4.913511357473851,0.9963568405352509,0.9492583937398839,4.664191898818304
2011 to 2013,Scotland,Female,11,45 to 49,0.782457821111356,37.34375,23.9,4.597347144573952,1.005087612394265,0.9458000940382378,4.348171361664468
2011 to 2013,Scotland,Female,12,50 to 54,0.749753341278201,32.58064516129032,20.2,4.351241165399333,1.0081929998532495,0.9506119583191637,4.13634188535922
2011 to 2013,Scotland,Female,13,55 to 59,0.714516102885985,28.0,16.8,5.812501051614394,0.9299172353367497,0.9584003219541698,5.570702879226186
2011 to 2013,Scotland,Female,14,60 to 64,0.678844036551656,23.859649122807017,13.6,3.7036481875886054,1.0360561228383296,0.8912329777374725,3.3008134027165856
2011 to 2013,Scotland,Female,15,65 to 69,0.638192966460774,19.454545454545453,10.7,4.937995729467211,0.9319266490173687,0.9233673834603451,4.5595841962564965
2011 to 2013,Scotland,Female,16,70 to 74,0.592511218456594,15.576923076923077,8.1,5.537909300282816,0.8308149332391939,0.860510671480135,4.765430050582451
2011 to 2013,Scotland,Female,17,75 to 79,0.54220202975418,12.083333333333334,5.8,3.9315837294088034,0.9170718304415096,0.7149251160773823,2.8107879541155363
2011 to 2013,Scotland,Female,18,80 to 84,0.489039199057019,8.88888888888889,4.0,4.498471135810179,0.692335107216258,0.6556376848296938,2.949367200755789
2011 to 2013,Scotland,Female,19,85 to 89,0.435123402421784,6.341463414634147,2.6,4.220697685542578,0.477172289045603,0.4539209868215852,1.9158632584970676
2011 to 2013,Scotland,Female,20,90+,0.363553444557834,4.444444444444445,1.6,4.444444444444445,0.0,0.2165985163274948,0.9626600725666435
2011 to 2013,Scotland,Male,1,<1,0.956177925686741,76.5,61.2,4.60349951317896,0.9388138080097292,1.0,4.60349951317896
2011 to 2013,Scotland,Male,2,01 to 04,0.952324690869046,76.58227848101266,60.5,-5.684341886080802e-14,1.0670194003527345,0.9388138080097292,-5.336538652100724e-14
2011 to 2013,Scotland,Male,3,05 to 09,0.948983906400679,71.77215189873418,56.7,8.019955910232795,0.9440229021374243,1.0017325464654085,8.033850856497802
